model,step,state_error,cumulative_rmse
MATLAB_Residual_LSTM,97,115.507111496636,37.540173953377
MATLAB_Residual_LSTM,98,120.009006969429,39.26633727552
MATLAB_Residual_LSTM,99,124.414274778977,41.0197963523697
MATLAB_Residual_LSTM,100,128.711082157705,42.7955941957119
MATLAB_Residual_LSTM,101,132.892430477251,44.5890683151535
MATLAB_Residual_LSTM,102,136.950391334164,46.3957925768563
MATLAB_Residual_LSTM,103,140.879182233868,48.2116128306071
MATLAB_Residual_LSTM,104,144.674179646579,50.0326487890687
MATLAB_Residual_LSTM,105,148.332512308952,51.8553108335213
MATLAB_Residual_LSTM,106,151.848655192592,53.6761960659872
MATLAB_Residual_LSTM,107,155.219151569382,55.4921221629688
MATLAB_Residual_LSTM,108,158.434696230042,57.2999535048887
MATLAB_Residual_LSTM,109,161.438581072969,59.0954103371915
MATLAB_Residual_LSTM,110,164.05596878508,60.8703182550938
MATLAB_Residual_LSTM,111,166.069543104116,62.6121058754222
MATLAB_Residual_LSTM,112,167.513686774326,64.3103141927553
MATLAB_Residual_LSTM,113,168.585372820188,65.9600628179332
MATLAB_Residual_LSTM,114,169.459589209421,67.5608257197087
MATLAB_Residual_LSTM,115,170.272773803132,69.1150173764247
MATLAB_Residual_LSTM,116,171.086271606812,70.6260403909223
MATLAB_Residual_LSTM,117,171.86260130116,72.0961557089352
MATLAB_Residual_LSTM,118,172.393672984232,73.5232403959489
MATLAB_Residual_LSTM,119,172.30070693878,74.8980385497522
MATLAB_Residual_LSTM,120,171.631767185612,76.2131708193471
MATLAB_Residual_LSTM,121,170.816990494807,77.4699159419495
MATLAB_Residual_LSTM,122,170.150830102595,78.6746484667628
MATLAB_Residual_LSTM,123,169.705332470765,79.8343476957128
MATLAB_Residual_LSTM,124,169.468912107693,80.9551374182699
MATLAB_Residual_LSTM,125,169.431793930398,82.0424369614376
MATLAB_Residual_LSTM,126,169.511446777643,83.0998783932258
MATLAB_Residual_LSTM,127,169.331360209155,84.1248333274134
MATLAB_Residual_LSTM,128,168.333678693329,85.1062594249276
MATLAB_Residual_LSTM,129,166.954113604545,86.0407027526662
MATLAB_Residual_LSTM,130,165.880129850662,86.9351457595986
MATLAB_Residual_LSTM,131,165.28042059429,87.7983968147018
MATLAB_Residual_LSTM,132,165.103004276412,88.6378469051073
MATLAB_Residual_LSTM,133,165.26004313809,89.4591537481877
MATLAB_Residual_LSTM,134,165.670520495663,90.266511142886
MATLAB_Residual_LSTM,135,166.249891403603,91.0627294144591
MATLAB_Residual_LSTM,136,166.91764047577,91.8493928554929
MATLAB_Residual_LSTM,137,167.6068196804,92.6271206851948
MATLAB_Residual_LSTM,138,168.262362370796,93.3957824293491
MATLAB_Residual_LSTM,139,168.844878825106,94.1547460888565
MATLAB_Residual_LSTM,140,169.33888584763,94.9032142913823
MATLAB_Residual_LSTM,141,169.744272890205,95.6404292155754
MATLAB_Residual_LSTM,142,170.060429345026,96.3656650693656
MATLAB_Residual_LSTM,143,170.280258048809,97.0781476597628
MATLAB_Residual_LSTM,144,170.425138478212,97.7774035725325
MATLAB_Residual_LSTM,145,170.617940181522,98.4644537654756
MATLAB_Residual_LSTM,146,171.142737373063,99.143623907437
MATLAB_Residual_LSTM,147,172.361914490686,99.8232969804114
MATLAB_Residual_LSTM,148,174.507686431186,100.514300911019
MATLAB_Residual_LSTM,149,177.550181858597,101.226920340689
MATLAB_Residual_LSTM,150,181.307626036197,101.969242947935
MATLAB_Residual_LSTM,151,185.649959173632,102.747839069378
MATLAB_Residual_LSTM,152,190.509452908672,103.568523435828
MATLAB_Residual_LSTM,153,195.824056843278,104.436420798054
MATLAB_Residual_LSTM,154,201.523670789942,105.355846804951
MATLAB_Residual_LSTM,155,207.542122415293,106.330322771248
MATLAB_Residual_LSTM,156,213.810825635252,107.362505629821
MATLAB_Residual_LSTM,157,220.269767099264,108.454256941634
MATLAB_Residual_LSTM,158,226.879425518659,109.606876111895
MATLAB_Residual_LSTM,159,233.601225731644,110.821091147108
MATLAB_Residual_LSTM,160,240.40775395518,112.097191445761
MATLAB_Residual_LSTM,161,247.30406273731,113.435459315547
MATLAB_Residual_LSTM,162,254.336308048824,114.836736224448
MATLAB_Residual_LSTM,163,261.616920861639,116.303351056697
MATLAB_Residual_LSTM,164,269.292545858206,117.839623299559
MATLAB_Residual_LSTM,165,277.433246191392,119.450819205708
MATLAB_Residual_LSTM,166,285.754113424136,121.138117373441
MATLAB_Residual_LSTM,167,294.10202450777,122.900417763338
MATLAB_Residual_LSTM,168,302.546292134864,124.737531047669
MATLAB_Residual_LSTM,169,311.149645351082,126.65010224362
MATLAB_Residual_LSTM,170,319.942883430541,128.639153951111
MATLAB_Residual_LSTM,171,328.944213808539,130.705904504542
MATLAB_Residual_LSTM,172,338.166026137021,132.851683016298
MATLAB_Residual_LSTM,173,347.60936533356,135.077760860305
MATLAB_Residual_LSTM,174,357.263726599567,137.385179357135
MATLAB_Residual_LSTM,175,367.115720142355,139.774708077826
MATLAB_Residual_LSTM,176,377.149819279439,142.246815837002
MATLAB_Residual_LSTM,177,387.347492942347,144.801630228195
MATLAB_Residual_LSTM,178,397.683252668274,147.438839236004
MATLAB_Residual_LSTM,179,408.126896697322,150.157629986463
MATLAB_Residual_LSTM,180,418.619732926572,152.956269326302
MATLAB_Residual_LSTM,181,429.003431578906,155.830613575177
MATLAB_Residual_LSTM,182,438.846787257331,158.770033878435
MATLAB_Residual_LSTM,183,447.384198023705,161.752606187626
MATLAB_Residual_LSTM,184,454.400611470988,164.754010343397
MATLAB_Residual_LSTM,185,460.488235270466,167.75986790779
MATLAB_Residual_LSTM,186,466.178760482309,170.764358385045
MATLAB_Residual_LSTM,187,471.724501498988,173.765634450983
MATLAB_Residual_LSTM,188,477.231362157768,176.763462455608
MATLAB_Residual_LSTM,189,482.751078293506,179.75834860098
MATLAB_Residual_LSTM,190,488.304222602518,182.7510542752
MATLAB_Residual_LSTM,191,493.910490206719,185.742568878699
MATLAB_Residual_LSTM,192,499.582909233648,188.734005184422
MATLAB_Residual_LSTM,193,505.342058871383,191.726696422256
MATLAB_Residual_LSTM,194,511.203525878328,194.72211744371
MATLAB_Residual_LSTM,195,517.178246355078,197.721816037204
MATLAB_Residual_LSTM,196,523.282298807576,200.727479090663
MATLAB_Residual_LSTM,197,529.51765928172,203.740741005546
MATLAB_Residual_LSTM,198,535.892270872572,206.763266358812
MATLAB_Residual_LSTM,199,542.405065808278,209.796633065241
MATLAB_Residual_LSTM,200,549.053591525057,212.842320371482
MATLAB_Residual_LSTM,201,555.831354593521,215.901663203397
MATLAB_Residual_LSTM,202,562.74113632091,218.975978038285
MATLAB_Residual_LSTM,203,569.773391544723,222.066408955004
MATLAB_Residual_LSTM,204,576.922206787098,225.173981752377
MATLAB_Residual_LSTM,205,584.193808429079,228.299761286198
MATLAB_Residual_LSTM,206,591.585156973962,231.444735415669
MATLAB_Residual_LSTM,207,599.099632809962,234.609897959616
MATLAB_Residual_LSTM,208,606.741072025388,237.796254520941
MATLAB_Residual_LSTM,209,614.50094009638,241.004671553628
MATLAB_Residual_LSTM,210,622.377259906239,244.235961834519
MATLAB_Residual_LSTM,211,630.358828008519,247.490775482529
MATLAB_Residual_LSTM,212,638.44438746287,250.769725884785
MATLAB_Residual_LSTM,213,646.626082277282,254.073312396756
MATLAB_Residual_LSTM,214,654.879380389023,257.401726481313
MATLAB_Residual_LSTM,215,663.215512664316,260.755286316131
MATLAB_Residual_LSTM,216,671.620108290201,264.134130736887
MATLAB_Residual_LSTM,217,680.08851931996,267.53833975178
MATLAB_Residual_LSTM,218,688.609769252718,270.967862923769
MATLAB_Residual_LSTM,219,697.182764918694,274.422638785398
MATLAB_Residual_LSTM,220,705.802114137976,277.902545612917
MATLAB_Residual_LSTM,221,714.469744677186,281.4074877106
MATLAB_Residual_LSTM,222,723.186112418163,284.937377647054
MATLAB_Residual_LSTM,223,731.954868139845,288.492172310576
MATLAB_Residual_LSTM,224,740.776320068629,292.071833472676
MATLAB_Residual_LSTM,225,749.659030253924,295.676420621174
MATLAB_Residual_LSTM,226,758.601394366058,299.305973469981
MATLAB_Residual_LSTM,227,767.614331969348,302.960652446055
MATLAB_Residual_LSTM,228,776.692438080044,306.640553092527
MATLAB_Residual_LSTM,229,785.854238477778,310.345972954348
MATLAB_Residual_LSTM,230,795.105032229209,314.07725900134
MATLAB_Residual_LSTM,231,804.443293728782,317.834731182134
MATLAB_Residual_LSTM,232,813.883550682872,321.61885847836
MATLAB_Residual_LSTM,233,823.443031712295,325.430283248002
MATLAB_Residual_LSTM,234,833.11936162129,329.269603554881
MATLAB_Residual_LSTM,235,842.918010933101,333.137459203353
MATLAB_Residual_LSTM,236,852.861030126827,337.03470824736
MATLAB_Residual_LSTM,237,862.957389067751,340.962280430538
MATLAB_Residual_LSTM,238,873.207843532903,344.921087737498
MATLAB_Residual_LSTM,239,883.63162362482,348.9122209004
MATLAB_Residual_LSTM,240,894.212697573993,352.936571881106
MATLAB_Residual_LSTM,241,904.972461074561,356.995233765202
MATLAB_Residual_LSTM,242,915.871686507921,361.088859548193
MATLAB_Residual_LSTM,243,926.912592471261,365.218108128001
MATLAB_Residual_LSTM,244,938.053586592577,369.383188194928
MATLAB_Residual_LSTM,245,949.270431245255,373.584051376867
MATLAB_Residual_LSTM,246,960.500602031474,377.82000408675
MATLAB_Residual_LSTM,247,971.73022177206,382.090227564016
MATLAB_Residual_LSTM,248,982.91637663454,386.393484036408
MATLAB_Residual_LSTM,249,994.030767553796,390.728279152714
MATLAB_Residual_LSTM,250,1005.0572279592,395.092993993837
MATLAB_Residual_LSTM,251,1015.9422916812,399.485511835479
MATLAB_Residual_LSTM,252,1026.69569153615,403.903872633783
MATLAB_Residual_LSTM,253,1037.31489413764,408.346145928741
MATLAB_Residual_LSTM,254,1047.76414210419,412.810098882861
MATLAB_Residual_LSTM,255,1058.05673025605,417.293695372128
MATLAB_Residual_LSTM,256,1068.21279057148,421.795157982978
MATLAB_Residual_LSTM,257,1078.21702344921,426.31261116165
MATLAB_Residual_LSTM,258,1088.11092767762,430.844641403992
MATLAB_Residual_LSTM,259,1097.89705845313,435.389902248485
MATLAB_Residual_LSTM,260,1107.60799121668,439.947402931536
MATLAB_Residual_LSTM,261,1117.25222370291,444.516264011579
MATLAB_Residual_LSTM,262,1126.85501881135,449.095874065103
MATLAB_Residual_LSTM,263,1136.42156415613,453.685688950494
MATLAB_Residual_LSTM,264,1145.97666704651,458.285415267969
MATLAB_Residual_LSTM,265,1155.54188339535,462.894970816773
MATLAB_Residual_LSTM,266,1165.16000972446,467.514676140665
MATLAB_Residual_LSTM,267,1174.81157435399,472.144660176162
MATLAB_Residual_LSTM,268,1184.51378520571,476.785206977524
MATLAB_Residual_LSTM,269,1194.28538984186,481.436764639441
MATLAB_Residual_LSTM,270,1204.11812956897,486.099692050628
MATLAB_Residual_LSTM,271,1214.04173539471,490.774608763333
MATLAB_Residual_LSTM,272,1224.03429101626,495.461917372341
MATLAB_Residual_LSTM,273,1234.12557672313,500.162278007055
MATLAB_Residual_LSTM,274,1244.30774420472,504.876261661396
MATLAB_Residual_LSTM,275,1254.57624362552,509.604382735922
MATLAB_Residual_LSTM,276,1264.94989918165,514.347309232097
MATLAB_Residual_LSTM,277,1275.42654674101,519.105671935552
MATLAB_Residual_LSTM,278,1285.99184523162,523.879958200927
MATLAB_Residual_LSTM,279,1296.6326591346,528.670527046661
MATLAB_Residual_LSTM,280,1307.32525098005,533.47752032123
MATLAB_Residual_LSTM,281,1318.0523528056,538.300925634346
MATLAB_Residual_LSTM,282,1328.8143477175,543.140734110418
MATLAB_Residual_LSTM,283,1339.60287867768,547.99686478902
MATLAB_Residual_LSTM,284,1350.39894951615,552.869075259759
MATLAB_Residual_LSTM,285,1361.21615017105,557.757245475766
MATLAB_Residual_LSTM,286,1372.05504196662,562.661263066161
MATLAB_Residual_LSTM,287,1382.89474536119,567.580841088309
MATLAB_Residual_LSTM,288,1393.72701789804,572.51562996118
MATLAB_Residual_LSTM,289,1404.53631555521,577.465157858059
MATLAB_Residual_LSTM,290,1415.32255239086,582.42896383601
MATLAB_Residual_LSTM,291,1426.07306546872,587.406492619828
MATLAB_Residual_LSTM,292,1436.78739771796,592.39719878559
MATLAB_Residual_LSTM,293,1447.4358047133,597.400304329029
MATLAB_Residual_LSTM,294,1458.01725838296,602.415041979643
MATLAB_Residual_LSTM,295,1468.53291232032,607.440672861643
MATLAB_Residual_LSTM,296,1478.98678506376,612.476509116941
MATLAB_Residual_LSTM,297,1489.36139413706,617.521737867596
MATLAB_Residual_LSTM,298,1499.66022803838,622.575594534155
MATLAB_Residual_LSTM,299,1509.9159634767,627.637596335506
MATLAB_Residual_LSTM,300,1520.13313483778,632.707308570194
MATLAB_Residual_LSTM,301,1530.31704234191,637.784349314857
MATLAB_Residual_LSTM,302,1540.50338565937,642.86862908433
MATLAB_Residual_LSTM,303,1550.69586177011,647.960089434431
MATLAB_Residual_LSTM,304,1560.88975676006,653.058635926334
MATLAB_Residual_LSTM,305,1571.08344509464,658.164163354032
MATLAB_Residual_LSTM,306,1581.25901846785,663.276429203135
MATLAB_Residual_LSTM,307,1591.38877419068,668.394981678855
MATLAB_Residual_LSTM,308,1601.43807786665,673.519112278157
MATLAB_Residual_LSTM,309,1611.37476079039,678.647882250635
MATLAB_Residual_LSTM,310,1621.16682320475,683.780130730563
MATLAB_Residual_LSTM,311,1630.78896703938,688.914532477861
MATLAB_Residual_LSTM,312,1640.21010101539,694.049559157648
MATLAB_Residual_LSTM,313,1649.43557194727,699.183760446308
MATLAB_Residual_LSTM,314,1658.45340771265,704.315632207678
MATLAB_Residual_LSTM,315,1667.2444081629,709.443564620133
MATLAB_Residual_LSTM,316,1675.83187277165,714.56616131391
MATLAB_Residual_LSTM,317,1684.20629870008,719.681990994665
MATLAB_Residual_LSTM,318,1692.36355514972,724.789628359764
MATLAB_Residual_LSTM,319,1700.21320332491,729.887024037767
MATLAB_Residual_LSTM,320,1706.03229588995,734.959677553698
MATLAB_Residual_LSTM,321,1709.83805808145,739.993641099249
MATLAB_Residual_LSTM,322,1713.28483015039,744.987231404262
MATLAB_Residual_LSTM,323,1716.53491925766,749.939968835206
MATLAB_Residual_LSTM,324,1719.60688038253,754.851518159886
MATLAB_Residual_LSTM,325,1722.50658756854,759.721594415585
MATLAB_Residual_LSTM,326,1725.27018929711,764.550170602398
MATLAB_Residual_LSTM,327,1727.88842215502,769.337155537962
MATLAB_Residual_LSTM,328,1730.40529987991,774.08275964416
MATLAB_Residual_LSTM,329,1732.81505550372,778.787146388242
MATLAB_Residual_LSTM,330,1735.12868995927,783.450546768644
MATLAB_Residual_LSTM,331,1737.36076598426,788.07328047658
MATLAB_Residual_LSTM,332,1739.52179006685,792.655725713052
MATLAB_Residual_LSTM,333,1741.62008400676,797.198302677886
MATLAB_Residual_LSTM,334,1743.65409548269,801.701407743827
MATLAB_Residual_LSTM,335,1745.63336681472,806.165486157429
MATLAB_Residual_LSTM,336,1747.5563250254,810.590958950537
MATLAB_Residual_LSTM,337,1749.43106333009,814.978285493641
MATLAB_Residual_LSTM,338,1751.25440367011,819.327890865954
MATLAB_Residual_LSTM,339,1753.02990346046,823.64020947699
MATLAB_Residual_LSTM,340,1754.74832592688,827.91560503322
MATLAB_Residual_LSTM,341,1756.43447145708,832.154583844688
MATLAB_Residual_LSTM,342,1758.08292577978,836.357604036937
MATLAB_Residual_LSTM,343,1759.71131133106,840.525217942771
MATLAB_Residual_LSTM,344,1761.31168736206,844.657913873297
MATLAB_Residual_LSTM,345,1762.90393320851,848.756285913819
MATLAB_Residual_LSTM,346,1764.49608019449,852.820959464386
MATLAB_Residual_LSTM,347,1766.08503409581,856.852524153888
MATLAB_Residual_LSTM,348,1767.68247962208,860.851622336503
MATLAB_Residual_LSTM,349,1769.2936535757,864.818909591396
MATLAB_Residual_LSTM,350,1770.9154149032,868.755005569551
MATLAB_Residual_LSTM,351,1772.56203728726,872.660596036071
MATLAB_Residual_LSTM,352,1774.23007284161,876.536328888455
MATLAB_Residual_LSTM,353,1775.91444741951,880.382806172569
MATLAB_Residual_LSTM,354,1777.62235049812,884.200655270991
MATLAB_Residual_LSTM,355,1779.34344279824,887.990429234258
MATLAB_Residual_LSTM,356,1781.07743406492,891.752665554315
MATLAB_Residual_LSTM,357,1782.82944967922,895.48791690602
MATLAB_Residual_LSTM,358,1784.59753074241,899.196711465083
MATLAB_Residual_LSTM,359,1786.37953790054,902.879552714819
MATLAB_Residual_LSTM,360,1788.16677610137,906.536884320744
MATLAB_Residual_LSTM,361,1789.95956139529,910.169141048854
MATLAB_Residual_LSTM,362,1791.76455054913,913.776783411175
MATLAB_Residual_LSTM,363,1793.57506234747,917.360225109551
MATLAB_Residual_LSTM,364,1795.3974414911,920.919904198533
MATLAB_Residual_LSTM,365,1797.22507479772,924.456213400991
MATLAB_Residual_LSTM,366,1799.05712810669,927.969532046951
MATLAB_Residual_LSTM,367,1800.90738395262,931.460303483985
MATLAB_Residual_LSTM,368,1802.76844720449,934.928922346235
MATLAB_Residual_LSTM,369,1804.64751661883,938.375812003544
MATLAB_Residual_LSTM,370,1806.5474597967,941.801401347539
MATLAB_Residual_LSTM,371,1808.46822158561,945.206109603162
MATLAB_Residual_LSTM,372,1810.41692524057,948.590383454097
MATLAB_Residual_LSTM,373,1812.37996319932,951.954590530765
MATLAB_Residual_LSTM,374,1814.36546552795,955.299131932093
MATLAB_Residual_LSTM,375,1816.37996834226,958.624433319958
MATLAB_Residual_LSTM,376,1818.40427318032,961.930814930418
MATLAB_Residual_LSTM,377,1820.4468781943,965.218632887912
MATLAB_Residual_LSTM,378,1822.49944201186,968.488194474837
MATLAB_Residual_LSTM,379,1824.54956646717,971.739739298139
MATLAB_Residual_LSTM,380,1826.59281838293,974.973480283194
MATLAB_Residual_LSTM,381,1828.62199028228,978.189590741096
MATLAB_Residual_LSTM,382,1830.63066709652,981.388209234498
MATLAB_Residual_LSTM,383,1832.61746352483,984.569464890206
MATLAB_Residual_LSTM,384,1834.56665794038,987.733408293378
MATLAB_Residual_LSTM,385,1836.47401529929,990.880068723731
MATLAB_Residual_LSTM,386,1838.33244753734,994.009441013872
MATLAB_Residual_LSTM,387,1840.13564196167,997.12149009703
MATLAB_Residual_LSTM,388,1841.88874483706,1000.21620613198
MATLAB_Residual_LSTM,389,1843.57367067452,1003.29349415342
MATLAB_Residual_LSTM,390,1845.14522974649,1006.35304873661
MATLAB_Residual_LSTM,391,1846.23963443158,1009.39286869847
MATLAB_Residual_LSTM,392,1846.68786045611,1012.41020732513
MATLAB_Residual_LSTM,393,1846.97050439806,1015.40460076536
MATLAB_Residual_LSTM,394,1847.19631289989,1018.37609609163
MATLAB_Residual_LSTM,395,1847.36606028404,1021.32474330512
MATLAB_Residual_LSTM,396,1847.49331062795,1024.25065352219
MATLAB_Residual_LSTM,397,1847.59437143314,1027.15400979129
MATLAB_Residual_LSTM,398,1847.66746428126,1030.03498368555
MATLAB_Residual_LSTM,399,1847.71426256669,1032.89375108033
MATLAB_Residual_LSTM,400,1847.74664653884,1035.73053756405
MATLAB_Residual_LSTM,401,1847.76390360637,1038.54556127514
MATLAB_Residual_LSTM,402,1847.78033988628,1041.33909938742
MATLAB_Residual_LSTM,403,1847.80519628856,1044.11146435435
MATLAB_Residual_LSTM,404,1847.82892513679,1046.86292092637
MATLAB_Residual_LSTM,405,1847.86594729431,1049.59379155445
MATLAB_Residual_LSTM,406,1847.9238024251,1052.30442518338
MATLAB_Residual_LSTM,407,1848.00241084933,1054.99516380959
MATLAB_Residual_LSTM,408,1848.11365814625,1057.6663939084
MATLAB_Residual_LSTM,409,1848.2611555313,1060.31851009623
MATLAB_Residual_LSTM,410,1848.4603983497,1062.95196535922
MATLAB_Residual_LSTM,411,1848.71764174761,1065.56723067568
MATLAB_Residual_LSTM,412,1849.03697831183,1068.16478554136
MATLAB_Residual_LSTM,413,1849.42808388298,1070.74514116262
MATLAB_Residual_LSTM,414,1849.89593862964,1073.30882022407
MATLAB_Residual_LSTM,415,1850.44453766654,1075.85635260216
MATLAB_Residual_LSTM,416,1851.08370868549,1078.38829933334
MATLAB_Residual_LSTM,417,1851.82132978403,1080.90524398446
MATLAB_Residual_LSTM,418,1852.6564552086,1083.407756146
MATLAB_Residual_LSTM,419,1853.59876645583,1085.89643511612
MATLAB_Residual_LSTM,420,1854.65653617515,1088.37190364947
MATLAB_Residual_LSTM,421,1855.82212455733,1090.83474327316
MATLAB_Residual_LSTM,422,1857.10498191077,1093.28556403045
MATLAB_Residual_LSTM,423,1858.50115165425,1095.72495025548
MATLAB_Residual_LSTM,424,1860.00461780846,1098.15345296662
MATLAB_Residual_LSTM,425,1861.6182509635,1100.57162598525
MATLAB_Residual_LSTM,426,1863.33127850075,1102.97997187587
MATLAB_Residual_LSTM,427,1865.13072807366,1105.37893431011
MATLAB_Residual_LSTM,428,1867.02478538685,1107.76898254955
MATLAB_Residual_LSTM,429,1869.01322941722,1110.15057805478
MATLAB_Residual_LSTM,430,1871.07788871606,1112.52410448984
MATLAB_Residual_LSTM,431,1873.22908762871,1114.8899802506
MATLAB_Residual_LSTM,432,1875.45079806134,1117.24855551234
MATLAB_Residual_LSTM,433,1877.75456893039,1119.60022027446
MATLAB_Residual_LSTM,434,1880.13336804142,1121.94533198298
MATLAB_Residual_LSTM,435,1882.56966151587,1124.28417570215
