model,step,cumulative_rmse
LSTM_Phase2,1,0.137967361618945
LSTM_Phase2,2,0.224479517867566
LSTM_Phase2,3,0.315053821513199
LSTM_Phase2,4,0.409643977265981
LSTM_Phase2,5,0.507830271021575
LSTM_Phase2,6,0.608982148445742
LSTM_Phase2,7,0.712348496195154
LSTM_Phase2,8,0.817122793654423
LSTM_Phase2,9,0.922495627861242
LSTM_Phase2,10,1.02769722345788
LSTM_Phase2,11,1.13203456914437
LSTM_Phase2,12,1.23492109272352
LSTM_Phase2,13,1.33589841855501
LSTM_Phase2,14,1.43464874294199
LSTM_Phase2,15,1.53099652882598
LSTM_Phase2,16,1.62489954365099
LSTM_Phase2,17,1.71643058623302
LSTM_Phase2,18,1.80575099283263
LSTM_Phase2,19,1.89307867346646
LSTM_Phase2,20,1.97865460438404
LSTM_Phase2,21,2.06271142301495
LSTM_Phase2,22,2.14544978540794
LSTM_Phase2,23,2.22702499159351
LSTM_Phase2,24,2.30754753502068
LSTM_Phase2,25,2.38709915504412
LSTM_Phase2,26,2.46576271161323
LSTM_Phase2,27,2.54366071869165
LSTM_Phase2,28,2.62099606370081
LSTM_Phase2,29,2.69808673783925
LSTM_Phase2,30,2.775386999407
LSTM_Phase2,31,2.85348880258254
LSTM_Phase2,32,2.93310043496425
LSTM_Phase2,33,3.01500312084707
LSTM_Phase2,34,3.09999076501191
LSTM_Phase2,35,3.1888016017023
LSTM_Phase2,36,3.2820531325707
LSTM_Phase2,37,3.38019077372194
LSTM_Phase2,38,3.48345872369502
LSTM_Phase2,39,3.59189588778705
LSTM_Phase2,40,3.70535465134557
LSTM_Phase2,41,3.82353580593449
LSTM_Phase2,42,3.94603077677132
LSTM_Phase2,43,4.07236350086986
LSTM_Phase2,44,4.20202584049812
LSTM_Phase2,45,4.33450413547195
LSTM_Phase2,46,4.46929711119965
LSTM_Phase2,47,4.60592680830845
LSTM_Phase2,48,4.74394534693014
LSTM_Phase2,49,4.88293972523332
LSTM_Phase2,50,5.02253637643258
LSTM_Phase2,51,5.16240617516023
LSTM_Phase2,52,5.30227021914427
LSTM_Phase2,53,5.44190545323478
LSTM_Phase2,54,5.58114950051649
LSTM_Phase2,55,5.71990398597726
LSTM_Phase2,56,5.85813532575062
LSTM_Phase2,57,5.99587304701448
LSTM_Phase2,58,6.13320501578209
LSTM_Phase2,59,6.27027035255826
LSTM_Phase2,60,6.40725003839036
LSTM_Phase2,61,6.54435612015405
LSTM_Phase2,62,6.68182005527049
LSTM_Phase2,63,6.8198810133787
LSTM_Phase2,64,6.95877470384102
LSTM_Phase2,65,7.09872337265788
LSTM_Phase2,66,7.239927319855
LSTM_Phase2,67,7.38255834270061
LSTM_Phase2,68,7.52675533214388
LSTM_Phase2,69,7.67262195191588
LSTM_Phase2,70,7.82022646729556
LSTM_Phase2,71,7.96960352201058
LSTM_Phase2,72,8.12075758636399
LSTM_Phase2,73,8.27366792474918
LSTM_Phase2,74,8.4282942238537
LSTM_Phase2,75,8.58458284392673
LSTM_Phase2,76,8.74247287545601
LSTM_Phase2,77,8.9019015483691
LSTM_Phase2,78,9.06280838830497
LSTM_Phase2,79,9.22513774368793
LSTM_Phase2,80,9.38883922291521
LSTM_Phase2,81,9.55386581540639
LSTM_Phase2,82,9.72016972412739
LSTM_Phase2,83,9.88769591988812
LSTM_Phase2,84,10.0563740265878
LSTM_Phase2,85,10.2261088761957
LSTM_Phase2,86,10.3967706660281
LSTM_Phase2,87,10.5681856290078
LSTM_Phase2,88,10.740128152631
LSTM_Phase2,89,10.9123154306989
LSTM_Phase2,90,11.0844053841693
LSTM_Phase2,91,11.2559986847012
LSTM_Phase2,92,11.4266449808142
LSTM_Phase2,93,11.5958533254859
LSTM_Phase2,94,11.7631061293704
LSTM_Phase2,95,11.927875617011
LSTM_Phase2,96,12.0896413833378
LSTM_Phase2,97,12.2479075534823
LSTM_Phase2,98,12.4022180703603
LSTM_Phase2,99,12.5521690518118
LSTM_Phase2,100,12.6974173737147
LSTM_Phase2,101,12.8376853509503
LSTM_Phase2,102,12.9727618885307
LSTM_Phase2,103,13.1025007281504
LSTM_Phase2,104,13.2268167227047
LSTM_Phase2,105,13.3456810696226
LSTM_Phase2,106,13.4591163048961
LSTM_Phase2,107,13.5671916583848
LSTM_Phase2,108,13.6700189966585
LSTM_Phase2,109,13.7677493218691
LSTM_Phase2,110,13.8605696250903
LSTM_Phase2,111,13.9486996686638
LSTM_Phase2,112,14.0323883068151
LSTM_Phase2,113,14.1119091357727
LSTM_Phase2,114,14.187555177655
LSTM_Phase2,115,14.2596326369078
LSTM_Phase2,116,14.3284539450835
LSTM_Phase2,117,14.394330380301
LSTM_Phase2,118,14.4575646444123
LSTM_Phase2,119,14.5184439467422
LSTM_Phase2,120,14.5772340259004
LSTM_Phase2,121,14.6341745726675
LSTM_Phase2,122,14.6894764047493
LSTM_Phase2,123,14.7433206925011
LSTM_Phase2,124,14.7958602599343
LSTM_Phase2,125,14.8472229629203
LSTM_Phase2,126,14.8975169725621
LSTM_Phase2,127,14.9468375502906
LSTM_Phase2,128,14.9952748480039
LSTM_Phase2,129,15.0429222249429
LSTM_Phase2,130,15.0898844191494
LSTM_Phase2,131,15.1362849611184
LSTM_Phase2,132,15.1822722600796
LSTM_Phase2,133,15.2280236966961
LSTM_Phase2,134,15.2737473009276
LSTM_Phase2,135,15.3196805404161
LSTM_Phase2,136,15.3660858645851
LSTM_Phase2,137,15.413242816725
LSTM_Phase2,138,15.4614366490578
LSTM_Phase2,139,15.5109436979873
LSTM_Phase2,140,15.5620141811765
LSTM_Phase2,141,15.6148536231744
LSTM_Phase2,142,15.669604672639
LSTM_Phase2,143,15.7263315343406
LSTM_Phase2,144,15.7850091623189
LSTM_Phase2,145,15.845518893727
LSTM_Phase2,146,15.9076511187804
LSTM_Phase2,147,15.9711145614381
LSTM_Phase2,148,16.0355507254822
LSTM_Phase2,149,16.1005515673796
LSTM_Phase2,150,16.165678463968
LSTM_Phase2,151,16.2304806734539
LSTM_Phase2,152,16.2945119729719
LSTM_Phase2,153,16.357344321861
LSTM_Phase2,154,16.4185781386328
LSTM_Phase2,155,16.4778493337309
LSTM_Phase2,156,16.534834162446
LSTM_Phase2,157,16.5892533477557
LSTM_Phase2,158,16.640877095331
LSTM_Phase2,159,16.6895317560779
LSTM_Phase2,160,16.7351078314594
LSTM_Phase2,161,16.7775678269292
LSTM_Phase2,162,16.8169519888289
LSTM_Phase2,163,16.8533801554978
LSTM_Phase2,164,16.8870488527241
LSTM_Phase2,165,16.9182235979794
LSTM_Phase2,166,16.9472269585564
LSTM_Phase2,167,16.9744229877227
LSTM_Phase2,168,17.0001986321826
LSTM_Phase2,169,17.0249427894382
LSTM_Phase2,170,17.0490242628063
LSTM_Phase2,171,17.0727707634408
LSTM_Phase2,172,17.0964518924483
LSTM_Phase2,173,17.1202687881109
LSTM_Phase2,174,17.1443520668998
LSTM_Phase2,175,17.1687678879679
LSTM_Phase2,176,17.1935306193153
LSTM_Phase2,177,17.2186195196374
LSTM_Phase2,178,17.243996655013
LSTM_Phase2,179,17.269623395096
LSTM_Phase2,180,17.2954733405054
LSTM_Phase2,181,17.3215400837014
LSTM_Phase2,182,17.3478390862112
LSTM_Phase2,183,17.3744037033679
LSTM_Phase2,184,17.4012760725611
LSTM_Phase2,185,17.428494286091
LSTM_Phase2,186,17.4560776947558
LSTM_Phase2,187,17.4840125783709
LSTM_Phase2,188,17.5122403513707
LSTM_Phase2,189,17.540650432699
LSTM_Phase2,190,17.5690792311218
LSTM_Phase2,191,17.5973158663174
LSTM_Phase2,192,17.625114052532
LSTM_Phase2,193,17.6522085220085
LSTM_Phase2,194,17.678333438323
LSTM_Phase2,195,17.7032400274208
LSTM_Phase2,196,17.7267110992042
LSTM_Phase2,197,17.7485709145546
LSTM_Phase2,198,17.7686900645716
LSTM_Phase2,199,17.7869859887474
LSTM_Phase2,200,17.8034203280841
LSTM_Phase2,201,17.8179945631179
LSTM_Phase2,202,17.8307452238974
LSTM_Phase2,203,17.8417395346566
LSTM_Phase2,204,17.8510719220072
LSTM_Phase2,205,17.8588614404402
LSTM_Phase2,206,17.8652498453727
LSTM_Phase2,207,17.8703998702993
LSTM_Phase2,208,17.8744932210719
LSTM_Phase2,209,17.8777277798122
LSTM_Phase2,210,17.8803136479793
LSTM_Phase2,211,17.882467787884
