x_t,y_t,z_t,x_next
3.41859068504485,-8.786201984684016,34.638648427465704,-1.3835380574152956
2.821832487448706,-8.841086501776319,34.04332018432712,-1.7343341319958523
2.252164238547662,-8.869928604965212,33.480888090660684,-2.06523405511125
1.7094215767600023,-8.877244042948275,32.950196605575236,-2.3772443932933696
1.1932410365310266,-8.86702053799564,32.44988259960367,-2.6713677057489966
0.7030945603519911,-8.84275719633325,31.978449912229966,-2.9485951002508313
0.23832033597019175,-8.807506505912036,31.534329398121248,-3.209900163426209
-0.20184994776382545,-8.763916837506864,31.115926341016475,-3.456234077943377
-0.6182672223254203,-8.714273997505236,30.72165711759491,-3.6885217591512944
-1.0118443055926118,-8.660540838221612,30.34997683306543,-3.9076588620945705
-1.3835380574152956,-8.604394262111665,29.999399480418415,-4.11450952782047
-1.7343341319958523,-8.547259302273838,29.668512026937695,-4.309904754321021
-2.06523405511125,-8.490340114653431,29.355983615485442,-4.49464129196612
-2.3772443932933696,-8.434647859900997,29.060570891225893,-4.669480978038956
-2.6713677057489966,-8.381025646506961,28.781120336928907,-4.835150435049495
-2.9485951002508313,-8.33017063244475,28.516568301057383,-4.992341068600763
-3.209900163426209,-8.282653526496361,28.265939311500205,-5.141709309874606
-3.456234077943377,-8.238935709494486,28.028343143702497,-5.283877055648168
-3.6885217591512944,-8.199384204388918,27.802971019230796,-5.419432265695495
-3.9076588620945705,-8.164284720257244,27.58909123239262,-5.548929683235818
-4.11450952782047,-8.133852984132199,27.38604443716052,-5.672891647058403
-4.309904754321021,-8.108244558819974,27.193238773571927,-5.791808974929693
-4.49464129196612,-8.087563330991129,27.010144967260608,-5.906141896407701
-4.669480978038956,-8.071868831565311,26.836291502639945,-6.016321016423712
-4.835150435049495,-8.06118253578419,26.671259941893588,-6.122748296340637
-4.992341068600763,-8.055493274715902,26.5146804381359,-6.225798036890134
-5.141709309874606,-8.0547618728148,26.36622747473971,-6.325817852772413
-5.283877055648168,-8.058925112623562,26.225615848957446,-6.4231296414700605
-5.419432265695495,-8.067899114991718,26.092596907534148,-6.518030531098271
-5.548929683235818,-8.081582211596828,25.966955034610763,-6.610793802660677
-5.672891647058403,-8.099857376580102,25.848504388431696,-6.701669771839812
-5.791808974929693,-8.122594278108444,25.737085870649505,-6.79088665215603
-5.906141896407701,-8.149650995948903,25.63256432148448,-6.87865138743176
-6.016321016423712,-8.180875454040697,25.53482592140031,-6.9651504419857435
-6.122748296340637,-8.21610660490201,25.443775783884046,-7.050550543534279
-6.225798036890134,-8.255175398761688,25.359335727324535,-7.134999415254914
-6.325817852772413,-8.297905569556434,25.281442206825467,-7.218626470542881
-6.4231296414700605,-8.344114259314326,25.21004438635822,-7.3015434478694585
-6.518030531098271,-8.393612508779816,25.145102336668096,-7.3838450421630295
-6.610793802660677,-8.446205633957304,25.086585344099124,-7.465609514370605
-6.701669771839812,-8.501693508378677,25.034470327102415,-7.546899236473221
-6.79088665215603,-8.559870763356807,24.988740329949337,-7.6277612466463545
-6.87865138743176,-8.620526924643766,24.94938308637518,-7.708227791850554
