step,cumulative_rmse
1,0.0131120335643625
2,0.0200573413245996
3,0.0267212828309421
4,0.0332609490515162
5,0.0397808908023723
6,0.0463357715942592
7,0.0528465281821006
8,0.0591061716236663
9,0.0649809578730434
10,0.0703144363026541
11,0.074985931237862
12,0.0788655307757082
13,0.0819513767267794
14,0.0843247362774102
15,0.0862558788618679
16,0.0880317465668899
17,0.0898247411941392
18,0.0917456742583732
19,0.093760505409296
20,0.0959310488177751
21,0.0982477582968329
22,0.100619085417726
23,0.103055846875557
24,0.105607927145781
25,0.108249450555184
26,0.11093864160043
27,0.113625720839371
28,0.116278481964122
29,0.118875720588599
30,0.121391706139202
31,0.123805652104283
32,0.126099159396172
33,0.128294143471233
34,0.130420230912054
35,0.13251093158372
36,0.134592603439566
37,0.136698105148898
38,0.138863628668738
39,0.141126830077993
40,0.143531169596991
41,0.146109254621453
42,0.148886792100241
43,0.15186957766802
44,0.15505850841893
45,0.158450274795423
46,0.162038171833416
47,0.165813014901751
48,0.16976412196443
49,0.173911532223468
50,0.178290991025449
51,0.18293092856409
52,0.187858965851773
53,0.19310054164571
54,0.198676533014064
55,0.204601832464473
56,0.210868179683607
57,0.217464752216821
58,0.224380317409106
59,0.231603276474492
60,0.239121682778683
61,0.246923305295965
62,0.254995771358111
63,0.263326794430986
64,0.271904474104372
65,0.280717647631823
66,0.289756258785314
67,0.299011906356859
68,0.30848227702539
69,0.318165398121772
70,0.328046772359816
71,0.338104475871823
72,0.348320277670213
73,0.358684156084868
74,0.369206807686079
75,0.379903474083344
76,0.390797966943362
77,0.401935046870957
78,0.413359304286977
79,0.425112929026631
80,0.437249951433205
81,0.449818558250981
82,0.462851313118493
83,0.476369012975568
84,0.490379538202911
85,0.504876726973786
86,0.519837777120999
87,0.535246786130851
88,0.55105142762446
89,0.567170649575318
90,0.583500829874427
91,0.599920341324866
92,0.616293587504572
93,0.632497739590731
94,0.648416806431632
95,0.663907244805803
96,0.678847572756675
97,0.693138313164352
98,0.706698246471578
99,0.719463952739294
100,0.731409309715446
101,0.742565988222758
102,0.753004792380829
103,0.762831501647624
104,0.772192714479783
105,0.781246670430857
106,0.790171509269742
107,0.799153004911224
108,0.808378784978909
109,0.818027798710213
110,0.828263787414394
111,0.839227918998018
112,0.851031326244865
113,0.863751934996969
114,0.877436559794404
115,0.892107867309987
116,0.907767011467577
117,0.924403847700862
118,0.942003241155622
119,0.960540743154314
120,0.979972490222981
121,1.00025788062765
122,1.02137815096001
123,1.04332666249765
124,1.06610919100001
125,1.0897300699995
126,1.11420747930353
127,1.13956613638507
128,1.1658554813846
129,1.1931258353902
130,1.22140005185744
131,1.25066224685185
132,1.28088565423852
133,1.31201891398094
134,1.34393845005085
135,1.37648342163515
136,1.40946675244141
137,1.44269309429242
138,1.47600718925456
139,1.50925434758181
140,1.54224284411258
141,1.57479676219622
142,1.60676564602793
143,1.6380306928791
144,1.66851729247633
145,1.6981811137492
146,1.72701399451606
147,1.75504257468912
148,1.78232681936968
149,1.80894335441944
150,1.83498507203758
151,1.86054505475622
152,1.88572339430136
153,1.91061340559277
154,1.93529743924902
155,1.95984479251781
156,1.98430603492189
157,2.00871451346774
158,2.0330870247701
159,2.05742564853946
160,2.08171999988046
161,2.10595213955315
162,2.13010659574805
163,2.15417217239491
164,2.17814549379189
165,2.20203286107703
166,2.22585881125718
167,2.24967360547978
168,2.27355924909718
169,2.29763661230765
170,2.32206195793391
171,2.34702267544879
172,2.37272688652777
173,2.39939472578729
174,2.42724774721665
175,2.45648651140548
176,2.48727323098391
177,2.51970825634447
178,2.55381386551934
179,2.58952418229156
180,2.62667732946407
181,2.66502427976526
182,2.70424224513502
183,2.74395394869107
184,2.7837468304479
185,2.82320235066799
186,2.86192093629305
187,2.89954661484525
188,2.93577929921663
189,2.97038964308201
190,3.00323673125266
191,3.03426359439134
192,3.06349434264835
193,3.09103088103836
194,3.11703858861882
195,3.14172230564407
