step,cumulative_rmse
1,0.186292880401406
2,0.370527296997062
3,0.552725995010674
4,0.732911468340081
5,0.91110596233431
6,1.08733147653993
7,1.26160976741711
8,1.43396235102557
9,1.60441050568097
10,1.77297527458186
11,1.93967746840763
12,2.10453766788779
13,2.26757622634275
14,2.42881327219672
15,2.58826871146259
16,2.74596223019961
17,2.90191329694372
18,3.05614116511111
19,3.20866487537522
20,3.35950325801746
21,3.50867493525197
22,3.65619832352467
23,3.80209163578692
24,3.94637288374404
25,4.08905988007905
26,4.23017024065175
27,4.36972138667352
28,4.50773054685816
29,4.64421475954888
30,4.77919087482185
31,4.91267555656644
32,5.04468528454252
33,5.17523635641505
34,5.30434488976613
35,5.43202682408485
36,5.55829792273515
37,5.68317377490193
38,5.80666979751568
39,5.9288012371558
40,6.04958317193292
41,6.16903051335043
42,6.2871580081454
43,6.4039802401092
44,6.51951163188798
45,6.63376644676328
46,6.74675879041291
47,6.85850261265245
48,6.96901170915742
49,7.07829972316654
50,7.18638014716602
51,7.29326632455536
52,7.39897145129468
53,7.5035085775339
54,7.60689060922384
55,7.7091303097096
56,7.81024030130629
57,7.91023306685734
58,8.00912095127563
59,8.10691616306755
60,8.20363077584025
61,8.29927672979223
62,8.39386583318742
63,8.48740976381306
64,8.57992007042137
65,8.67140817415535
66,8.76188536995884
67,8.85136282797092
68,8.939851594905
69,9.0273625954126
70,9.11390663343209
71,9.19949439352253
72,9.28413644218277
73,9.36784322915595
74,9.45062508871961
75,9.53249224096158
76,9.61345479304165
77,9.69352274043947
78,9.77270596818851
79,9.85101425209647
80,9.92845725995218
81,10.0050445527192
82,10.0807855857161
83,10.1556897097839
84,10.2297661724405
85,10.3030241190222
86,10.3754725938131
87,10.4471205411613
88,10.5179768065834
89,10.5880501378565
90,10.6573491860981
91,10.7258825068344
92,10.7936585610562
93,10.8606857162636
94,10.9269722474992
95,10.9925263383697
96,11.0573560820558
97,11.121469482312
98,11.1848744544543
99,11.2475788263376
100,11.3095903393221
101,11.3709166492288
102,11.431565327285
103,11.4915438610588
104,11.5508596553837
105,11.6095200332725
106,11.6675322368219
107,11.7249034281058
108,11.7816406900603
109,11.8377510273576
110,11.8932413672712
111,11.9481185605309
112,12.0023893821684
113,12.056060532354
114,12.109138637224
115,12.1616302496982
116,12.2135418502892
117,12.2648798479025
118,12.3156505806278
119,12.3658603165212
120,12.4155152543793
121,12.4646215245044
122,12.5131851894614
123,12.5612122448262
124,12.6087086199259
125,12.6556801785708
126,12.7021327197783
127,12.7480719784893
128,12.7935036262753
129,12.8384332720396
130,12.882866462709
131,12.9268086839191
132,12.9702653606912
133,13.0132418581025
134,13.0557434819478
135,13.0977754793953
136,13.1393430396338
137,13.1804512945136
138,13.2211053191802
139,13.2613101327006
140,13.3010706986831
141,13.3403919258901
142,13.3792786688439
143,13.4177357284264
144,13.4557678524717
145,13.4933797363519
146,13.5305760235574
147,13.5673613062695
148,13.6037401259279
149,13.6397169737912
150,13.6752962914911
151,13.7104824715813
152,13.7452798580792
153,13.7796927470027
154,13.8137253869004
155,13.8473819793759
156,13.8806666796068
157,13.9135835968578
158,13.9461367949874
159,13.9783302929505
160,14.0101680652938
161,14.041654042647
162,14.0727921122078
163,14.1035861182217
164,14.1340398624571
165,14.1641571046742
166,14.1939415630892
167,14.2233969148337
168,14.2525267964082
169,14.2813348041313
170,14.3098244945839
171,14.3379993850479
172,14.3658629539405
173,14.393418641244
174,14.4206698489301
175,14.4476199413799
176,14.4742722457997
177,14.5006300526312
178,14.5266966159582
179,14.552475153908
180,14.5779688490489
181,14.6031808487829
182,14.6281142657348
183,14.6527721781359
184,14.677157630204
185,14.7012736325199
186,14.7251231623985
187,14.7487091642563
188,14.7720345499755
189,14.795102199263
190,14.8179149600059
191,14.8404756486235
192,14.8627870504146
193,14.8848519199016
194,14.9066729811704
195,14.9282529282071
196,14.94959442523
197,14.9707001070188
198,14.9915725792402
199,15.0122144187691
200,15.032628174007
201,15.0528163651964
202,15.0727814847323
203,15.0925259974696
204,15.1120523410276
205,15.1313629260908
206,15.1504601367065
207,15.1693463305794
208,15.1880238393622
209,15.2064949689441
210,15.2247619997347
211,15.2428271869464
212,15.260692760872
213,15.2783609271607
214,15.29583386709
215,15.3131137378353
216,15.3302026727357
217,15.3471027815581
218,15.3638161507571
219,15.3803448437329
220,15.3966909010858
221,15.4128563408684
222,15.4288431588345
223,15.4446533286857
224,15.4602888023148
225,15.4757515100471
226,15.4910433608785
227,15.5061662427112
228,15.5211220225869
229,15.5359125469172
230,15.5505396417115
231,15.5650051128026
232,15.5793107460694
233,15.5934583076578
234,15.6074495441981
235,15.6212861830214
236,15.6349699323721
237,15.6485024816196
238,15.661885501466
239,15.6751206441531
240,15.6882095436658
241,15.7011538159343
242,15.7139550590334
243,15.7266148533797
244,15.7391347619268
245,15.7515163303584
246,15.763761087279
247,15.7758705444023
248,15.7878461967386
249,15.7996895227786
250,15.8114019846764
251,15.8229850284299
252,15.834440084059
253,15.8457685657829
254,15.8569718721938
255,15.8680513864302
256,15.8790084763475
257,15.8898444946868
258,15.9005607792418
259,15.9111586530242
260,15.9216394244271
261,15.932004387386
262,15.9422548215393
263,15.9523919923856
264,15.9624171514404
265,15.9723315363904
266,15.9821363712463
267,15.9918328664939
268,16.0014222192439
269,16.0109056133791
270,16.0202842197009
271,16.0295591960739
272,16.0387316875687
273,16.0478028266032
274,16.0567737330828
275,16.065645514538
276,16.074419266262
277,16.0830960714449
278,16.0916770013084
279,16.1001631152374
280,16.1085554609111
281,16.1168550744321
282,16.1250629804548
283,16.1331801923112
284,16.1412077121366
285,16.1491465309929
286,16.1569976289915
287,16.1647619754135
288,16.1724405288302
289,16.1800342372208
290,16.1875440380899
291,16.1949708585829
292,16.2023156156007
293,16.2095792159127
294,16.216762556269
295,16.2238665235107
296,16.23089199468
297,16.2378398371278
298,16.2447109086213
299,16.2515060574496
300,16.2582261225288
301,16.2648719335048
302,16.2714443108568
303,16.2779440659976
304,16.2843720013744
305,16.2907289105677
306,16.2970155783891
